label,news_text,id,preprocessed_news_text
half-true,Illegal immigration costs Georgia $2.4 billion a year,6364,illeg immigr cost georgia billion year
true,Tells President Barack Obama that he also asked former President George W. Bush about how he felt about Americans hating him.,7565,tell presid barack obama also ask former presid georg bush felt american hate
pants-fire,No federal official at any level is currently allowed to say Merry Christmas.,6955,feder offici level current allow say merri christma
true,"Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin.",5705,earmark request feder spend bill includ potato pest manag wisconsin
half-true,"Will (HB2)threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.",7733,hb2 threaten feder fund public school titl ix accord feder court look similar issu
barely-true,"The House passed cut, cap and balance with bipartisan support.",1629,hous pass cut cap balanc bipartisan support
true,"In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.",4001,mid 1990 state florida 1 violent crime america concern citizen florida subject violent crime everi three minut 45 second
true,"Unlike marijuana, medical cannabis oil cannot get you high.",1625,unlik marijuana medic cannabi oil get high
mostly-true,"In head-to-head polls for the general election, I beat Hillary Clinton by more than anybody, by 11 points.",3312,poll gener elect beat hillari clinton anybodi 11 point
pants-fire,The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,6421,wisconsin depart correct consid implement mandatori physic fit test secur staff
pants-fire,"Says Barack Obama admits hes coming for our guns, telling Sarah Brady, We are working on (gun control), but under the radar.",10039,say barack obama admit he come gun tell sarah bradi work gun control radar
pants-fire,"Says Ted Cruz said: While there may have been an age difference, Josh Duggars transgressions are far less an affront to God than what gays do to each other.",3820,say ted cruz said may age differ josh duggar transgress far less affront god gay
barely-true,I left the city with $43 million in the bank.,6479,left citi 43 million bank
false,"For the votes that we got, I think we spent, on average, two bucks a pop. Compared to 42 bucks for incumbent Milwaukee County Executive Chris Abele.",7988,vote got think spent averag two buck pop compar 42 buck incumb milwauke counti execut chri abel
half-true,"Under Rick Scott, there has been a historic $20 billion in funds for education.",4676,rick scott histor 20 billion fund educ
mostly-true,The U.S. has the highest unintended pregnancy rate of any Western industrialized country.,6608,highest unintend pregnanc rate western industri countri
mostly-true,"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",1931,dozen district go 150 200 mile split counti splinter citi connect area littl common
true,"Since 1904, the Ohio victor has won the presidency 25 out of 27 times",7252,sinc 1904 ohio victor presid 25 27 time
pants-fire,"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""",393,microchip would implant major peopl opt becom cover public health care option
pants-fire,Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,4305,say joe strau bill would allow plan parenthood control public school sex educ
false,The decision to cancel the trademark of the Washington Redskins is not the Patent and Trademark Office. This is Barack Obama.,7484,decis cancel trademark washington redskin patent trademark offic barack obama
false,Weve broken by millions the all-time record for votes in a GOP presidential primary election.,3039,weve broken million record vote gop presidenti primari elect
barely-true,Says Democratic challenger Russ Feingold was the deciding vote on Obamacare.,2293,say democrat challeng russ feingold decid vote obamacar
false,Hillary Clinton and her campaign of 2008 startedthe birther controversy.,1007,hillari clinton campaign 2008 startedth birther controversi
barely-true,"The economy, by every metric, is better than when I came into office.",6498,economi everi metric better came offic
mostly-true,Marriage decreases the probability of child poverty by 82 percent.,5480,marriag decreas probabl child poverti 82 percent
false,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",5364,say former clinton budget director alic rivlin said stimulu bill wo actual stimul economi
true,Rhode Island has the worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.,5425,rhode island worst maintain bridg unit state america second worst maintain road behind alaska
false,The Islamic State just built a hotel in Syria.,2969,islam state built hotel syria
false,"If an Iranian woman shows too much hair in public, she risks being beaten or killed.",4015,iranian woman show much hair public risk beaten kill
mostly-true,Says Rick Perry turned down our invitation to meet President Barack Obama in El Paso.,10222,say rick perri turn invit meet presid barack obama el paso
half-true,Says Oregon recyclers cant recycle plastic bags,8412,say oregon recycl cant recycl plastic bag
pants-fire,The media wont publish a real photo of Trayvon Martin with tattoos on his face.,1874,media wont publish real photo trayvon martin tattoo face
mostly-true,SaysBernie Sanders voted for what we call the Charleston Loophole.,6140,saysberni sander vote call charleston loophol
barely-true,"When Congressman Langevin took office, gas was around $1.70 per gallon, and now it is near $4 per gallon.",6220,congressman langevin took offic ga around per gallon near 4 per gallon
barely-true,"Says the one person (Donald Trump)has suggested that would make a good justice is his sister, who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge.",8629,say one person donald trump suggest would make good justic sister court appeal judg appoint bill clinton hardcor liber judg
mostly-true,A tax plan promoted by North Carolina Senate candidate Thom Tillis will overwhelmingly benefit the wealthy.,1064,tax plan promot north carolina senat candid thom tilli overwhelmingli benefit wealthi
half-true,Says more than 2 million Oregonians have received important medical services because of his health plan.,7291,say 2 million oregonian receiv import medic servic health plan
pants-fire,"My ""border security efforts have led to a 60 percent decrease in border crime.""",4612,border secur effort led 60 percent decreas border crime
mostly-true,Two-thirds of the federal budget is permanent law ... its permanently appropriated.,8444,feder budget perman law perman appropri
pants-fire,Vows to keep Georgias race for governor civil and focused on the positive.,5137,vow keep georgia race governor civil focus posit
barely-true,Two-thirds of Granite Staters oppose the Tea Party and its agenda on labor unions.,9295,granit stater oppos tea parti agenda labor union
true,The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,8552,suprem court decid 1982 children must get free educ
false,The U.S. economy is recovering slower than Europe,1692,economi recov slower europ
barely-true,"As a result of Chris Sununus vote against a Planned Parenthood contract, nearly 3,000 fewer women and families statewide accessed health care for birth control, cancer screenings and annual exams.",7979,result chri sununu vote plan parenthood contract nearli fewer women famili statewid access health care birth control cancer screen annual exam
false,Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.,6183,statist show 2 3 texa women per week major complic 10 women per week seek help er abort
half-true,Says Mike Gallaghers plan would cut Social Security benefits for two-thirds of seniors.,4397,say mike gallagh plan would cut social secur benefit senior
half-true,"If youre born poor, youre more likely to stay poor than any time in American history.",5663,your born poor your like stay poor time american histori
false,Heroin and prescription opioids are the number one cause of accidental or preventable death in Wisconsin.,9865,heroin prescript opioid number one caus accident prevent death wisconsin
barely-true,David Perdue supports Common Core,4021,david perdu support common core
true,Says Your kid just ate 16 packs of sugar.,7496,say kid ate 16 pack sugar
false,"President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any.",5386,presid obama bill wo bring cost health care averag american realli american
pants-fire,"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration.""",976,nidal hasan man accus fort hood shoot advisor obama administr
mostly-true,"We had bipartisan legislation that got through the Senate that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",2587,bipartisan legisl got senat would prevent bonus like aig somehow mysteri disappear
barely-true,Go look at a Trump product. Theyre all made in China.,1781,go look trump product theyr made china
half-true,Congress secured special Obamacare rules to prevent their healthcare costs from rising.,7975,congress secur special obamacar rule prevent healthcar cost rise
true,"Sarah Palin ""has had 12 years of elected office experience.""",7317,sarah palin 12 year elect offic experi
mostly-true,Says he and Bernie Sanders have very similar views on trade,2110,say berni sander similar view trade
false,The incandescent light bulb has no effect whatever on the planet.,7610,incandesc light bulb effect whatev planet
mostly-true,"Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker.",1398,say walmart employe repres largest group medicaid food stamp recipi mani state cost taxpay per worker
half-true,"Research shows the employer mandate in the House health reform bill would ""place millions 'at substantial risk of unemployment' with minority workers losing their jobs at twice the rate of their white counterparts.""",7497,research show employ mandat hous health reform bill would place million substanti risk unemploy minor worker lose job twice rate white counterpart
mostly-true,"Says Missouri families earning power is about $5,000 less today than it was at the turn of the century.",3626,say missouri famili earn power less today turn centuri
true,Cantors campaign spent more at steakhouses than Brat spent on his entire campaign.,6799,cantor campaign spent steakhous brat spent entir campaign
pants-fire,"President Obama ""doesn't ... want to admit we're at war.""",3405,presid obama want admit war
pants-fire,President Obama is a Muslim.,8455,presid obama muslim
false,Thomas Paine wrote that the duty of a patriot is to protect his country from his government.,2129,thoma pain wrote duti patriot protect countri govern
half-true,"The U.S. State Department has ordered 160,000 Hazmat suits for Ebola, prompting concerns that the federal government is anticipating the rapid spread of the virus.",4194,state depart order hazmat suit ebola prompt concern feder govern anticip rapid spread viru
pants-fire,"The city building code violations on my properties only involve exterior issues; within the households, its fine.",4672,citi build code violat properti involv exterior issu within household fine
false,A 5-cent charge on paper bags is a tax.,1481,charg paper bag tax
pants-fire,Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.,4292,louisiana mari landrieu receiv almost million bp last decad
true,"Three out of the 18 benchmarks of the (GAO) have been fulfilled. Even among Republican math, that is a failing grade.",9944,three 18 benchmark gao fulfil even among republican math fail grade
mostly-true,The minimum wage is mostly an entry-level wage for young people.,578,minimum wage mostli wage young peopl
pants-fire,"I wanted to keep it private, because I dont think its anybodys business if I want to send money to the vets.",8146,want keep privat dont think anybodi busi want send money vet
barely-true,My state of Florida is now the third-largest state. We have surpassed New York in population.,1934,state florida state surpass new york popul
half-true,"Clayton County has employed 1,300 people over the past seven months through the Neighborhood Stabilization Program.",3496,clayton counti employ peopl past seven month neighborhood stabil program
true,"Says Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.",6628,say scott walker want make abort illeg even case rape incest protect life mother
true,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.,5761,creat mani job first six month year 2011 2011 best singl year job growth sinc year 2000
false,"Gov. Scott Walker received a $7,300 pay raise.",4052,gov scott walker receiv pay rais
true,"At nearly 19 million people, the population of Florida is larger than all the earlier primary and caucus states combined.",1088,nearli 19 million peopl popul florida larger earlier primari caucu state combin
pants-fire,"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War.",635,youll find black almost everi regiment throughout south fought right alongsid white southern civil war
half-true,"Before we even passed health care, 4 millions kids got health insurance that didnt have it before, through the Childrens Health Insurance Program.",3575,even pass health care 4 million kid got health insur didnt children health insur program
false,Says over 50 percent of U.S. job growth in June came from Wisconsin.,5440,say 50 percent job growth june came wisconsin
barely-true,Washington politicians run Social Security like a Ponzi scheme.,950,washington politician run social secur like ponzi scheme
mostly-true,Our last budget committed the highest level of need-based financial aid in state history.,3655,last budget commit highest level financi aid state histori
barely-true,"President Obama pledged to go through the budget 'line by line,' but on his watch, non-defense spending has spiraled out of control, increasing by 67 percent in the last year alone.",2930,presid obama pledg go budget line watch spend spiral control increas 67 percent last year alon
mostly-true,"Forty aides who serve President Barack Obama owe $333,485 in back taxes.",2178,forti aid serv presid barack obama owe back tax
true,Last year we spent more than $40 billion on highways. And Lord knows we need that. But thats more than we spent on Amtrak in its entire 40-year history.,6903,last year spent 40 billion highway lord know need that spent amtrak entir histori
false,"Obama said he would ""stand with the Muslims should the political winds shift in an ugly direction.""",7560,obama said would stand muslim polit wind shift ugli direct
barely-true,Each vegan spares more than 100 animals every year.,6877,vegan spare 100 anim everi year
pants-fire,Obama Signs Bill Forgiving All Student Loan Debt.,1843,obama sign bill forgiv student loan debt
mostly-true,Kendrick Meek is the only candidate who has consistently been against expanded drilling.,5370,kendrick meek candid consist expand drill
pants-fire,"Congressional lawmakers earn their salaries FOR LIFE, which for House Minority Leader Nancy Pelosi would add up to $803,700 Dollars a year for LIFE including FREE medical.",5907,congression lawmak earn salari life hous minor leader nanci pelosi would add dollar year life includ free medic
true,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",5605,tax rate significantli higher
pants-fire,We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.,7282,oppon sam olen thank arizona immigr rule sinc team got clinton elect
true,Says only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.,7407,say 18 percent portland elementari school art instruct compar 83 percent nation
false,I have never voted for a tax increase.,7068,never vote tax increas
true,Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,7944,say new jersey prison system 61 percent even though state 13 percent black
mostly-true,The recently passed transportation funding bill is a billion-dollar tax increase for Georgians.,4480,recent pass transport fund bill tax increas georgian
mostly-true,A new presidential helicopter is now going to cost as much as Air Force One.,6966,new presidenti helicopt go cost much air forc one
pants-fire,Says Barack Obama counted on Sandy Adams to approve stimulus spending.,3824,say barack obama count sandi adam approv stimulu spend
false,Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.,2810,say suzann bonamici support 500 billion cut medicar pass last year
mostly-true,"The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""",7041,gop health care plan would allow health insur compani continu engag unfair discriminatori practic like deni coverag peopl medic condit
barely-true,"Says Romney wants to take away early childhood education, slash K-12 funding, and cut college aid to pay for a $250,000 tax break for multi-millionaires.",5357,say romney want take away earli childhood educ slash fund cut colleg aid pay tax break
pants-fire,"Promotes a chart saying that Barack Obama has increased the debt by 16 percent, compared to George W. Bush, who increased it by 115 percent.",6620,promot chart say barack obama increas debt 16 percent compar georg bush increas 115 percent
pants-fire,"People can use food stamps for anything, including to go to Hawaii, and even millionaires can qualify.",4673,peopl use food stamp anyth includ go hawaii even millionair qualifi
pants-fire,Says some Austin school district classrooms lack electrical outlets.,9387,say austin school district classroom lack electr outlet
barely-true,The health care numbers are going up.,3586,health care number go
false,Says Wisconsin Attorney General J.B. Van Hollen knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.,1365,say wisconsin attorney gener van hollen knew ken kratz sext case nearli year noth
false,Teachers were not involved in developing the Common Core State Standards.,2848,teacher involv develop common core state standard
half-true,Defensive medicine costs Georgia up to $14 billion a year.,9897,defens medicin cost georgia 14 billion year
true,Our reserves are now in much better shape than they were just a few years ago.,5623,reserv much better shape year ago
false,When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.,7924,attorney wound put 10 percent state legislatur jail seven year
pants-fire,Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.,3727,congresswoman kathi castor vote spend million teach prostitut china drink respons
barely-true,Says Barack Obama put in place a board that can tell people ultimately what treatments theyre going to receive.,5585,say barack obama put place board tell peopl ultim treatment theyr go receiv
half-true,We dont take a dime from D.C. lobbyists or special-interest PACs -- never have and never will.,3674,dont take dime lobbyist pac never never
barely-true,I have always been focused on reining in the deficit.,5702,alway focus rein deficit
mostly-true,"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.",2860,two appoint florida suprem court raul cantero kenneth bell earn reput consist conserv
pants-fire,The Mexican government ... they send the bad ones over.,5683,mexican govern send bad one
true,Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,638,say got union agre 10 million reduct salari health benefit serv dane counti execut wisconsin
false,Wisconsins effective unemployment rate is 20 percent.,4445,wisconsin effect unemploy rate 20 percent
mostly-true,"For our next two years in my state, we will end with a structural surplus of $499 million.",1920,next two year state end structur surplu 499 million
half-true,People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge....and their commitment is never entered into a background check database.,6958,peopl commit involuntarili 72 hour baker act get gun back automat immedi upon discharg commit never enter background check databas
half-true,The bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon.,474,bulk peopl shot weapon drug gang take one anoth end shot weapon
barely-true,The state [food stamp call center] program is administered from foreign shores.,2397,state food stamp call center program administ foreign shore
mostly-true,Says Mitt Romney and Paul Ryan want to turn Medicare into a voucher system.,9245,say mitt romney paul ryan want turn medicar voucher system
true,"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",4512,altern minimum tax creat congress 1969 affect 155 wealthi american never index inflat origin 155 taxpay increas affect 2006
false,Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,7020,say mani union fals told wisconsin member bill sought 12 percent 13 percent incom health insur premium
pants-fire,Says a Pro-Stimulus economist admits it is not working,9010,say economist admit work
barely-true,There are many health insurance plans that will cover Viagra but won't cover birth-control medication.,6929,mani health insur plan cover viagra wo cover medic
pants-fire,Says Bernie Sanders is going to tax you people at 90 percent.,6893,say berni sander go tax peopl 90 percent
barely-true,"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month.",7947,texan mark sullivan found good health insur plan includ dental less 80 month
mostly-true,"Almost 88,000 United States service members are still missing and unaccounted for, dating back to World War II.",8400,almost unit state servic member still miss unaccount date back world war ii
pants-fire,President Barack Obama has virtually no one in his cabinet with private-sector experience.,8317,presid barack obama virtual one cabinet experi
mostly-true,Women make 77 cents for every dollar a man earns.,3007,women make 77 cent everi dollar man earn
half-true,Gov. Rick Perry has overseen the highest Texas unemployment in 22 years.,862,gov rick perri overseen highest texa unemploy 22 year
pants-fire,Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.,7933,wisconsin gov scott walker move limit collect bargain right led riot capitol like cairo move madison day
barely-true,Says $38 billion in spending cuts in federal budget compromise is less than $1 billion in real cuts.,6229,say 38 billion spend cut feder budget compromis less 1 billion real cut
mostly-true,"Because of the new health care law, 2.5 million young adults now have coverage.",9128,new health care law million young adult coverag
false,State legislators quietly shifted $2 billion from education to road building in 2013.,7459,state legisl quietli shift 2 billion educ road build 2013
mostly-true,Massachusetts schools are ranked No. 1 of all 50 states.,1794,massachusett school rank 1 50 state
half-true,We have lower family incomes in Illinois today than we had 17 years ago in Illinois ...because of the control of (House) Speaker (Michael) Madigan and his Democrats.,6847,lower famili incom illinoi today 17 year ago illinoi control hous speaker michael madigan democrat
false,"Stimulus money funded a government board that made recommendations that would cost 378,000 jobs and $28.3 billion in sales.",7298,stimulu money fund govern board made recommend would cost job billion sale
pants-fire,Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.,4080,say gop sean duffi wisconsin vote twice end medicar
false,"In Wisconsin, 300,000 voters were turned away by the states strict voter ID law in the 2016 presidential election.",8038,wisconsin voter turn away state strict voter id law 2016 presidenti elect
false,Donald Trump says all Mexicans are rapists.,2600,donald trump say mexican rapist
mostly-true,"Says Hillary Clinton supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.",7709,say hillari clinton support north american free trade agreement support china entranc world trade organ support trade deal south korea support partnership
half-true,"When NAFTA was passed, there was an acceleration of immigration from Mexico because people were in search of jobs.",7049,nafta pass acceler immigr mexico peopl search job
pants-fire,Pres. Obamas finance team is recommending a . . . 1% tax on all transactions at any financial institution.,3863,pre obama financ team recommend 1 tax transact financi institut
half-true,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",5073,say tim pawlenti elimin health insur peopl governor minnesota
false,Barack Obama hasn't passed any (bills).,8477,barack obama pass bill
mostly-true,Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.,9311,rubio worst vote attend record florida senat nearli 50 year
half-true,The Obama administration raised discretionary spending by 24 percent from President George W. Bushs last full-year budget and will run up more debt by October than Bush did in eight years.,7760,obama administr rais discretionari spend 24 percent presid georg bush last budget run debt octob bush eight year
true,We now do have evidence that Donald Trump is being used as a recruiting tool for terrorists.,3251,evid donald trump use recruit tool terrorist
true,About 40 percent of Hispanic homeowners have subprime mortgages.,5714,40 percent hispan homeown subprim mortgag
false,"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would.",2953,california senat democrat senat diann feinstein said could say america america give gun im round em would
barely-true,"John McCain said ""he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now.""",8304,john mccain said would even sit govern spain nato alli troop afghanistan us
mostly-true,"Texas population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now.",9376,texa popul project doubl next 50 year basic amount water remain
half-true,Chris Christie has not increased the taxes on anyone.,276,chri christi increas tax anyon
false,Says Wisconsin Gov. Scott Walker in his budget repair bill is showing that no stone goes unturned as he asks everyone to tighten their belts.,6818,say wisconsin gov scott walker budget repair bill show stone goe unturn ask everyon tighten belt
barely-true,"(Birmingham, Ala.) is the cradle of the civil rights movement.",5731,birmingham cradl civil right movement
true,Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.,1643,say wall street hedg fund manag pay lower tax rate sheet metal worker parma school teacher cleveland
mostly-true,The Paris Agreement is by far the largest number of countries ever to sign an international agreement on a single day.,1642,pari agreement far largest number countri ever sign intern agreement singl day
false,We spent $223-million on a bridge in Alaska to an island with 50 people on it.,9652,spent bridg alaska island 50 peopl
mostly-true,Sixty-one percent of our active military are currently listed as overweight.,8322,percent activ militari current list overweight
true,"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",6478,last year borrow trillion 41 cent everi dollar spent half debt held foreign investor
half-true,We cut a record $15 billion from our state budget.,2184,cut record 15 billion state budget
false,Justin Amash is rated Michigans No. 1 conservative by National Right to Life.,4669,justin amash rate michigan 1 conserv nation right life
pants-fire,"Obama's wife wrote a paper in college that said America was a nation founded on ""crime and hatred"" and that whites in America are ""ineradicably racist.""",5997,obama wife wrote paper colleg said america nation found crime hatr white america ineradic racist
half-true,"After hearing the frustrations parents and teachers have with the FCAT, next year we begin improving our testing system.",4942,hear frustrat parent teacher fcat next year begin improv test system
mostly-true,"By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.",1790,spring 2014 parent student new york state refus let take common core test
barely-true,"Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over with the paperwork.",7679,paperwork annual absorb 190 million hour mount rushmor could built time paperwork
pants-fire,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.,4927,school children earn higher grade studi islam new nationwid muslim outreach program announc presid barack obama
false,"Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.",5706,credit agenc say gibb recklessli caus downgrad higher interest rate
pants-fire,"The working tax cut created over 40,000 new jobs in just the last four years.",1312,work tax cut creat new job last four year
false,On whether he wrote a provision that allowed AIG to dole out bonuses.,2879,whether wrote provis allow aig dole bonus
true,Says states that passed anti-illegal-immigrant legislation also had few Hispanic legislators.,4580,say state pass legisl also hispan legisl
half-true,"Under the presidents plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare.",4183,presid plan cut medicar 716 billion take money medicar trust fund use pay obamacar
pants-fire,Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima,9490,welfar program caus damag detroit atom bomb caus hiroshima
true,Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent.,4925,say portland children levi hold administr expens less 5 percent
barely-true,Medicaid patients were 97 percent more likely to die than those with private insurance.,6725,medicaid patient 97 percent like die privat insur
mostly-true,"Texas has 600,000 registered voters who dont have the kind of photo ID needed to vote.",8261,texa regist voter dont kind photo id need vote
half-true,"Elena Kagan has published five scholarly review articles, mostly on administrative law and the First Amendment. These articles were mostly on technical and procedural issues.",8265,elena kagan publish five scholarli review articl mostli administr law first amend articl mostli technic procedur issu
half-true,"The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law.",1480,aba criteria judici nomine call among thing least 12 year experi practic law mean actual practic law
true,Says tenure still exists but its been overhauled for teachers in New Jersey.,9671,say tenur still exist overhaul teacher new jersey
barely-true,"We have towns in West Texas that are out of water, that are having to truck in water.",53,town west texa water truck water
half-true,"For years now, we have spent more money than we have taken in.",7690,year spent money taken
true,Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.,5537,gov bob mcdonnellsbudget plantakesmoney classroom pave road
pants-fire,Jay-Z and Beyonce Attempt to Buy Rights to Confederate Flag to Prevent Further Use.,7457,beyonc attempt buy right confeder flag prevent use
half-true,Says Rick Perry cut taxes.,7528,say rick perri cut tax
mostly-true,The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.,1735,fourth amend fought revolut john adam said spark led war independ
barely-true,John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,8981,john mccain given errat inconsist answer troop return iraq
mostly-true,"Milwaukee has seen an uptick in violence since 2010, and the only period of calm we get is when winter sets in.",5994,milwauke seen uptick violenc sinc 2010 period calm get winter set
mostly-true,8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.,3975,million american gotten rebat check insur compani spend much money execut bonus administr cost enough health care
false,"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.",7792,propos revenu smart cap give floridian voic requir 60 percent vote citizen order impos new tax fee licens fine charg assess
barely-true,"In the recent House special election in Florida, Democrats got outspent in a Republican district.",4649,recent hous special elect florida democrat got outspent republican district
pants-fire,"No Republicans voted for recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. These taxes were all passed under Obamacare.",3293,republican vote recent hike incom tax payrol tax capit gain tax dividend tax estat tax tax pass obamacar
false,"Says U.S. Senate opponent Tammy Baldwin supported a federal budget that spent trillions -- not billions, trillions -- more money than the Obama budget.",1611,say senat oppon tammi baldwin support feder budget spent trillion billion trillion money obama budget
false,The payday loan industry does not exist in a state like Minnesota.,6293,payday loan industri exist state like minnesota
pants-fire,Says Republican candidates in key Wisconsin Assembly races side with those who want to privatize Social Security -- and risk our retirements on Wall Street.,1579,say republican candid key wisconsin assembl race side want privat social secur risk retir wall street
half-true,"Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas.",7601,say neither presid barack obama mexico presid felip calderon border see what happen citizen mexico matter citizen texa
half-true,"If todays economy was rebounding at the rate of the Reagan recovery, it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year.",4231,today economi rebound rate reagan recoveri would creat equival 25 million new job rais feder revenu 800 billion year
barely-true,"Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.",2513,gov scott walker yet creat job give away million friend rais tax work peopl
true,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,290,repeatedli said mani predatori loan made mortgag system target latino commun
pants-fire,Says our taxes have doubled with Rick Perry in office.,3946,say tax doubl rick perri offic
half-true,"The fact is, over 2.4 million jobs have been lost since the Stimulus bill was signed into law in February of 2009.",7332,fact million job lost sinc stimulu bill sign law februari 2009
mostly-true,Says she stopped Capital Metro from raising fares for senior and disabled citizens.,8151,say stop capit metro rais fare senior disabl citizen
barely-true,"The economic stimulus bill created a council that's ""modeled after the national board that controls Britains health system.""",3935,econom stimulu bill creat council model nation board control britain health system
mostly-true,"The poverty level in the Dallas school district is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark.",720,poverti level dalla school district one highest countri higher new york chicago lo angel houston detroit newark
barely-true,"So far in 2015, there have been more mass shootings than days.",3444,far 2015 mass shoot day
true,We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.,3533,consum feder level 25 percent gross domest product histor 20 percent weve taken 5 percent away privat sector
mostly-true,"Says Travis County Sheriff Greg Hamilton has accepted $42,000 from strip-club interests and $10,000 from local alcohol distributors.",2502,say travi counti sheriff greg hamilton accept interest local alcohol distributor
